R1,R1_,R2,R2_,G1,G1_,G2,G2_,B1,B1_,B2,B2_,C1,C1_,C2,C2_,timestamp
5727,5674,6311,5961,4655,4623,5347,5010,6385,6304,7164,6655,15611,15557,17425,16323,2018-10-22 15:39:48
5702,5674,6329,5961,4643,4623,5354,5010,6381,6304,7165,6655,15569,15557,17453,16323,2018-10-22 15:41:48
5728,5674,6298,5961,4655,4623,5342,5010,6385,6304,7162,6655,15611,15557,17407,16323,2018-10-22 15:43:48
5704,5674,6315,5961,4645,4623,5349,5010,6381,6304,7166,6655,15573,15557,17435,16323,2018-10-22 15:45:49
5716,5674,6334,5961,4649,4623,5357,5010,6382,6304,7167,6655,15591,15557,17463,16323,2018-10-22 15:47:49
5747,5674,6301,5961,4662,4623,5343,5010,6379,6304,7163,6655,15639,15557,17413,16323,2018-10-22 15:49:50
5716,5674,6318,5961,4649,4623,5351,5010,6382,6304,7166,6655,15590,15557,17441,16323,2018-10-22 15:51:49
5729,5674,6338,5961,4655,4623,5359,5010,6384,6304,7168,6655,15612,15557,17472,16323,2018-10-22 15:53:49
5704,5674,6305,5961,4644,4623,5346,5010,6381,6304,7166,6655,15572,15557,17424,16323,2018-10-22 15:55:52
5729,5674,6320,5961,4655,4623,5352,5010,6384,6304,7167,6655,15611,15557,17446,16323,2018-10-22 15:57:49
5743,5674,6339,5961,4660,4623,5359,5010,6384,6304,7167,6655,15632,15557,17473,16323,2018-10-22 15:59:49
5713,5674,6305,5961,4648,4623,5346,5010,6381,6304,7164,6655,15587,15557,17423,16323,2018-10-22 16:01:50
5741,5674,6322,5961,4659,4623,5352,5010,6384,6304,7166,6655,15629,15557,17447,16323,2018-10-22 16:04:02
5701,5674,6341,5961,4643,4623,5360,5010,6379,6304,7168,6655,15566,15557,17477,16323,2018-10-22 16:06:01
5723,5674,6309,5961,4652,4623,5347,5010,6381,6304,7165,6655,15602,15557,17430,16323,2018-10-22 16:07:50
5699,5674,6326,5961,4642,4623,5355,5010,6377,6304,7169,6655,15563,15557,17457,16323,2018-10-22 16:09:50
5709,5674,6345,5961,4646,4623,5363,5010,6379,6304,7164,6655,15580,15557,17485,16323,2018-10-22 16:11:50
5736,5674,6311,5961,4658,4623,5349,5010,6382,6304,7166,6655,15623,15557,17433,16323,2018-10-22 16:13:51
5708,5674,6329,5961,4646,4623,5356,5010,6378,6304,7167,6655,15578,15557,17459,16323,2018-10-22 16:15:55
5720,5674,6298,5961,4651,4623,5343,5010,6379,6304,7163,6655,15598,15557,17490,16323,2018-10-22 16:17:50
5697,5674,6315,5961,4640,4623,5350,5010,6375,6304,7165,6655,15558,15557,17438,16323,2018-10-22 16:19:52
5718,5674,6332,5961,4650,4623,5357,5010,6377,6304,7167,6655,15591,15557,17463,16323,2018-10-22 16:21:53
5732,5674,6301,5961,4656,4623,5345,5010,6380,6304,7165,6655,15614,15557,17419,16323,2018-10-22 16:23:51
5705,5674,6315,5961,4644,4623,5350,5010,6375,6304,7166,6655,15570,15557,17440,16323,2018-10-22 16:25:52
5728,5674,6332,5961,4653,4623,5358,5010,6378,6304,7169,6655,15605,15557,17469,16323,2018-10-22 16:27:51
5741,5674,6301,5961,4659,4623,5346,5010,6380,6304,7168,6655,15626,15557,17424,16323,2018-10-22 16:29:52
5711,5674,6317,5961,4647,4623,5353,5010,6376,6304,7171,6655,15579,15557,17449,16323,2018-10-22 16:31:52
5738,5674,6335,5961,4657,4623,5360,5010,6378,6304,7172,6655,15621,15557,17476,16323,2018-10-22 16:33:53
5698,5674,6303,5961,4641,4623,5348,5010,6373,6304,7170,6655,15559,15557,17430,16323,2018-10-22 16:35:52
5719,5674,6317,5961,4650,4623,5355,5010,6376,6304,7173,6655,15591,15557,17453,16323,2018-10-22 16:37:52
5746,5674,6333,5961,4639,4623,5361,5010,6371,6304,7175,6655,15633,15557,17478,16323,2018-10-22 16:39:52
5702,5674,6351,5961,4642,4623,5347,5010,6373,6304,7171,6655,15563,15557,17506,16323,2018-10-22 16:41:52
5725,5674,6314,5961,4652,4623,5354,5010,6375,6304,7174,6655,15599,15557,17450,16323,2018-10-22 16:43:52
5699,5674,6330,5961,4640,4623,5360,5010,6371,6304,7176,6655,15557,15557,17475,16323,2018-10-22 16:45:52
5722,5674,6348,5961,4650,4623,5368,5010,6374,6304,7177,6655,15592,15557,17503,16323,2018-10-22 16:47:53
5736,5674,6316,5961,4656,4623,5356,5010,6377,6304,7177,6655,15616,15557,17456,16323,2018-10-22 16:49:53
5708,5674,6333,5961,4644,4623,5363,5010,6373,6304,7180,6655,15572,15557,17485,16323,2018-10-22 16:51:53
5734,5674,6352,5961,4655,4623,5371,5010,6376,6304,7176,6655,15611,15557,17513,16323,2018-10-22 16:53:53
5695,5674,6317,5961,4638,4623,5356,5010,6370,6304,7178,6655,15633,15557,17460,16323,2018-10-22 16:56:01
5718,5674,6333,5961,4648,4623,5363,5010,6373,6304,7179,6655,15586,15557,17485,16323,2018-10-22 16:57:53
5748,5674,6353,5961,4638,4623,5351,5010,6369,6304,7176,6655,15632,15557,17515,16323,2018-10-22 16:59:54
5702,5674,6316,5961,4641,4623,5357,5010,6369,6304,7179,6655,15559,15557,17462,16323,2018-10-22 17:01:54
5725,5674,6331,5961,4650,4623,5364,5010,6371,6304,7182,6655,15594,15557,17486,16323,2018-10-22 17:03:54
5700,5674,6351,5961,4640,4623,5372,5010,6368,6304,7185,6655,15555,15557,17515,16323,2018-10-22 17:05:54
5709,5674,6316,5961,4643,4623,5359,5010,6369,6304,7183,6655,15568,15557,17464,16323,2018-10-22 17:07:54
5736,5674,6333,5961,4654,4623,5366,5010,6372,6304,7188,6655,15610,15557,17491,16323,2018-10-22 17:09:57
5707,5674,6352,5961,4642,4623,5375,5010,6368,6304,7193,6655,15564,15557,17524,16323,2018-10-22 17:11:54
5717,5674,6317,5961,4646,4623,5363,5010,6370,6304,7193,6655,15580,15557,17476,16323,2018-10-22 17:13:56
5745,5674,6334,5961,4657,4623,5371,5010,6364,6304,7198,6655,15620,15557,17505,16323,2018-10-22 17:15:55
5713,5674,6350,5961,4644,4623,5378,5010,6367,6304,7201,6655,15571,15557,17530,16323,2018-10-22 17:17:55
5724,5674,6317,5961,4648,4623,5365,5010,6368,6304,7200,6655,15587,15557,17483,16323,2018-10-22 17:19:55
5699,5674,6334,5961,4638,4623,5374,5010,6364,6304,7206,6655,15548,15557,17513,16323,2018-10-22 17:21:55
5722,5674,6352,5961,4648,4623,5382,5010,6367,6304,7211,6655,15585,15557,17543,16323,2018-10-22 17:23:55
5732,5674,6318,5961,4651,4623,5369,5010,6367,6304,7209,6655,15598,15557,17495,16323,2018-10-22 17:25:55
5705,5674,6334,5961,4640,4623,5376,5010,6363,6304,7212,6655,15554,15557,17519,16323,2018-10-22 17:27:55
5728,5674,6349,5961,4649,4623,5382,5010,6365,6304,7212,6655,15590,15557,17541,16323,2018-10-22 17:29:58
5741,5674,6316,5961,4654,4623,5368,5010,6365,6304,7208,6655,15609,15557,17489,16323,2018-10-22 17:31:56
5711,5674,6331,5961,4642,4623,5374,5010,6362,6304,7210,6655,15562,15557,17513,16323,2018-10-22 17:33:56
5738,5674,6348,5961,4653,4623,5381,5010,6364,6304,7213,6655,15602,15557,17540,16323,2018-10-22 17:35:56
5697,5674,6365,5961,4635,4623,5367,5010,6358,6304,7208,6655,15538,15557,17565,16323,2018-10-22 17:37:56
5718,5674,6329,5961,4644,4623,5374,5010,6361,6304,7210,6655,15570,15557,17510,16323,2018-10-22 17:39:56
5694,5674,6343,5961,4634,4623,5379,5010,6357,6304,7211,6655,15615,15557,17532,16323,2018-10-22 17:41:56
5702,5674,6361,5961,4637,4623,5386,5010,6358,6304,7213,6655,15544,15557,17559,16323,2018-10-22 17:43:57
5725,5674,6324,5961,4646,4623,5371,5010,6360,6304,7208,6655,15578,15557,17502,16323,2018-10-22 17:45:57
5699,5674,6339,5961,4635,4623,5378,5010,6357,6304,7211,6655,15538,15557,17526,16323,2018-10-22 17:47:59
5721,5674,6355,5961,4644,4623,5384,5010,6359,6304,7212,6655,15571,15557,17548,16323,2018-10-22 17:49:57
5740,5674,6327,5961,4652,4623,5372,5010,6361,6304,7210,6655,15601,15557,17506,16323,2018-10-22 17:51:57
5708,5674,6339,5961,4639,4623,5377,5010,6358,6304,7210,6655,15552,15557,17524,16323,2018-10-22 17:53:57
5732,5674,6355,5961,4648,4623,5384,5010,6361,6304,7213,6655,15588,15557,17550,16323,2018-10-22 17:55:57
5743,5674,6320,5961,4631,4623,5369,5010,6354,6304,7208,6655,15602,15557,17494,16323,2018-10-22 17:57:58
5710,5674,6333,5961,4639,4623,5375,5010,6357,6304,7210,6655,15551,15557,17517,16323,2018-10-22 17:59:58
5733,5674,6347,5961,4648,4623,5380,5010,6359,6304,7211,6655,15588,15557,17537,16323,2018-10-22 18:01:58
5743,5674,6365,5961,4631,4623,5367,5010,6353,6304,7207,6655,15603,15557,17565,16323,2018-10-22 18:03:58
5710,5674,6326,5961,4639,4623,5372,5010,6356,6304,7209,6655,15553,15557,17506,16323,2018-10-22 18:05:58
5735,5674,6338,5961,4649,4623,5377,5010,6358,6304,7210,6655,15590,15557,17524,16323,2018-10-22 18:07:58
5692,5674,6354,5961,4631,4623,5384,5010,6353,6304,7212,6655,15604,15557,17548,16323,2018-10-22 18:09:59
5711,5674,6320,5961,4639,4623,5369,5010,6355,6304,7208,6655,15551,15557,17495,16323,2018-10-22 18:11:59
5737,5674,6332,5961,4649,4623,5375,5010,6358,6304,7209,6655,15591,15557,17514,16323,2018-10-22 18:13:59
5692,5674,6345,5961,4631,4623,5380,5010,6352,6304,7211,6655,15522,15557,17534,16323,2018-10-22 18:15:59
5713,5674,6363,5961,4639,4623,5366,5010,6355,6304,7206,6655,15553,15557,17562,16323,2018-10-22 18:17:59
5740,5674,6327,5961,4650,4623,5373,5010,6351,6304,7209,6655,15595,15557,17507,16323,2018-10-22 18:19:59
5695,5674,6340,5961,4632,4623,5378,5010,6352,6304,7211,6655,15525,15557,17528,16323,2018-10-22 18:22:01
5716,5674,6357,5961,4640,4623,5386,5010,6356,6304,7214,6655,15557,15557,17557,16323,2018-10-22 18:23:59
5741,5674,6319,5961,4628,4623,5369,5010,6350,6304,7207,6655,15595,15557,17495,16323,2018-10-22 18:26:01
5695,5674,6332,5961,4631,4623,5374,5010,6351,6304,7209,6655,15523,15557,17516,16323,2018-10-22 18:28:00
5716,5674,6347,5961,4639,4623,5381,5010,6354,6304,7211,6655,15556,15557,17539,16323,2018-10-22 18:30:00
5689,5674,6364,5961,4628,4623,5367,5010,6349,6304,7206,6655,15596,15557,17565,16323,2018-10-22 18:32:00
5697,5674,6325,5961,4632,4623,5371,5010,6352,6304,7208,6655,15526,15557,17505,16323,2018-10-22 18:34:00
5718,5674,6340,5961,4640,4623,5378,5010,6353,6304,7210,6655,15557,15557,17528,16323,2018-10-22 18:36:03
5691,5674,6356,5961,4629,4623,5384,5010,6350,6304,7211,6655,15516,15557,17551,16323,2018-10-22 18:38:00
5703,5674,6324,5961,4634,4623,5371,5010,6352,6304,7208,6655,15535,15557,17505,16323,2018-10-22 18:40:00
5727,5674,6338,5961,4644,4623,5377,5010,6354,6304,7209,6655,15571,15557,17524,16323,2018-10-22 18:42:01
5697,5674,6352,5961,4631,4623,5383,5010,6350,6304,7211,6655,15524,15557,17545,16323,2018-10-22 18:44:01
5704,5674,6318,5961,4634,4623,5368,5010,6351,6304,7207,6655,15536,15557,17492,16323,2018-10-22 18:46:01
5730,5674,6329,5961,4645,4623,5373,5010,6354,6304,7207,6655,15575,15557,17511,16323,2018-10-22 18:48:04
5699,5674,6344,5961,4632,4623,5380,5010,6350,6304,7211,6655,15528,15557,17535,16323,2018-10-22 18:50:01
5707,5674,6360,5961,4636,4623,5387,5010,6352,6304,7213,6655,15541,15557,17559,16323,2018-10-22 18:52:01
5732,5674,6324,5961,4645,4623,5372,5010,6354,6304,7209,6655,15578,15557,17505,16323,2018-10-22 18:54:01
5701,5674,6336,5961,4632,4623,5376,5010,6349,6304,7209,6655,15529,15557,17523,16323,2018-10-22 18:56:02
5710,5674,6351,5961,4636,4623,5382,5010,6350,6304,7211,6655,15541,15557,17544,16323,2018-10-22 18:58:03
5736,5674,6316,5961,4646,4623,5367,5010,6346,6304,7205,6655,15581,15557,17490,16323,2018-10-22 19:00:02
5705,5674,6330,5961,4634,4623,5374,5010,6350,6304,7209,6655,15536,15557,17514,16323,2018-10-22 19:02:02
5731,5674,6343,5961,4645,4623,5379,5010,6353,6304,7209,6655,15575,15557,17531,16323,2018-10-22 19:04:02
5688,5674,6360,5961,4626,4623,5386,5010,6346,6304,7211,6655,15506,15557,17558,16323,2018-10-22 19:06:02
5708,5674,6323,5961,4635,4623,5371,5010,6350,6304,7208,6655,15540,15557,17502,16323,2018-10-22 19:08:04
5733,5674,6334,5961,4645,4623,5374,5010,6352,6304,7207,6655,15578,15557,17517,16323,2018-10-22 19:11:22
5690,5674,6349,5961,4627,4623,5381,5010,6347,6304,7209,6655,15509,15557,17541,16323,2018-10-22 19:12:24
5709,5674,6314,5961,4635,4623,5366,5010,6349,6304,7204,6655,15541,15557,17486,16323,2018-10-22 19:14:17
5735,5674,6326,5961,4646,4623,5371,5010,6344,6304,7205,6655,15580,15557,17503,16323,2018-10-22 19:18:37
5734,5674,6346,5961,4645,4623,5385,5010,6350,6304,7221,6655,15577,15557,17547,16323,2018-10-22 19:25:22
5703,5674,6351,5961,4632,4623,5381,5010,6347,6304,7207,6655,15529,15557,17540,16323,2018-10-22 19:28:07
5726,5674,6315,5961,4641,4623,5365,5010,6350,6304,7201,6655,15564,15557,17482,16323,2018-10-22 19:29:18
5738,5674,6328,5961,4625,4623,5371,5010,6344,6304,7204,6655,15582,15557,17503,16323,2018-10-22 19:31:24
5705,5674,6343,5961,4632,4623,5378,5010,6347,6304,7206,6655,15532,15557,17527,16323,2018-10-22 19:33:27
5729,5674,6358,5961,4642,4623,5384,5010,6349,6304,7207,6655,15568,15557,17550,16323,2018-10-22 19:36:16
5686,5674,6320,5961,4625,4623,5368,5010,6345,6304,7203,6655,15587,15557,17493,16323,2018-10-22 19:37:21
5705,5674,6332,5961,4633,4623,5373,5010,6347,6304,7204,6655,15532,15557,17510,16323,2018-10-22 19:39:37
5730,5674,6346,5961,4643,4623,5379,5010,6350,6304,7206,6655,15571,15557,17533,16323,2018-10-22 19:41:26
5698,5674,6362,5961,4629,4623,5364,5010,6346,6304,7201,6655,15519,15557,17555,16323,2018-10-22 19:43:25
5708,5674,6332,5961,4634,4623,5372,5010,6346,6304,7201,6655,15534,15557,17507,16323,2018-10-22 19:51:03
5716,5674,6347,5961,4637,4623,5379,5010,6348,6304,7203,6655,15548,15557,17531,16323,2018-10-22 19:53:33
5689,5674,6313,5961,4625,4623,5364,5010,6345,6304,7199,6655,15505,15557,17479,16323,2018-10-22 19:55:14
5707,5674,6324,5961,4633,4623,5368,5010,6346,6304,7200,6655,15534,15557,17495,16323,2018-10-22 19:57:21
5716,5674,6338,5961,4637,4623,5375,5010,6347,6304,7202,6655,15548,15557,17516,16323,2018-10-22 19:59:11
5689,5674,6355,5961,4626,4623,5382,5010,6345,6304,7203,6655,15506,15557,17540,16323,2018-10-22 20:01:02
5710,5674,6318,5961,4635,4623,5366,5010,6348,6304,7199,6655,15539,15557,17484,16323,2018-10-22 20:03:04
5718,5674,6330,5961,4638,4623,5372,5010,6348,6304,7201,6655,15552,15557,17504,16323,2018-10-22 20:05:09
5691,5674,6346,5961,4627,4623,5379,5010,6345,6304,7203,6655,15509,15557,17530,16323,2018-10-22 20:07:35
5713,5674,6311,5961,4635,4623,5363,5010,6347,6304,7198,6655,15543,15557,17475,16323,2018-10-22 20:10:08
5722,5674,6323,5961,4639,4623,5369,5010,6348,6304,7200,6655,15558,15557,17494,16323,2018-10-22 20:11:09
5695,5674,6339,5961,4628,4623,5376,5010,6345,6304,7202,6655,15514,15557,17519,16323,2018-10-22 20:13:25
5716,5674,6355,5961,4636,4623,5382,5010,6346,6304,7204,6655,15548,15557,17542,16323,2018-10-22 20:15:04
5726,5674,6316,5961,4640,4623,5366,5010,6347,6304,7198,6655,15562,15557,17482,16323,2018-10-22 20:17:23
5695,5674,6330,5961,4628,4623,5371,5010,6345,6304,7201,6655,15515,15557,17503,16323,2018-10-22 20:19:34
5717,5674,6341,5961,4637,4623,5376,5010,6346,6304,7202,6655,15548,15557,17521,16323,2018-10-22 20:21:27
5726,5674,6355,5961,4641,4623,5382,5010,6347,6304,7202,6655,15563,15557,17540,16323,2018-10-22 20:26:36
5701,5674,6334,5961,4630,4623,5372,5010,6343,6304,7197,6655,15521,15557,17505,16323,2018-10-22 20:30:06
5725,5674,6350,5961,4640,4623,5379,5010,6347,6304,7199,6655,15560,15557,17530,16323,2018-10-22 20:32:08
5686,5674,6318,5961,4624,4623,5365,5010,6343,6304,7197,6655,15498,15557,17481,16323,2018-10-22 20:34:02
5704,5674,6329,5961,4631,4623,5370,5010,6345,6304,7198,6655,15528,15557,17501,16323,2018-10-22 20:36:19
5728,5674,6342,5961,4641,4623,5375,5010,6347,6304,7198,6655,15565,15557,17519,16323,2018-10-22 20:38:08
5684,5674,6308,5961,4623,4623,5361,5010,6342,6304,7194,6655,15497,15557,17544,16323,2018-10-22 20:40:02
5704,5674,6320,5961,4631,4623,5366,5010,6344,6304,7195,6655,15528,15557,17485,16323,2018-10-22 20:42:34
5730,5674,6334,5961,4642,4623,5372,5010,6347,6304,7198,6655,15567,15557,17508,16323,2018-10-22 20:44:06
5686,5674,6351,5961,4624,4623,5379,5010,6342,6304,7199,6655,15499,15557,17532,16323,2018-10-22 20:46:05
