5806,5902,4822,4387,6432,5981
6242,6455,5274,4787,6510,6345
5812,6111,4909,4623,6734,6245
5921,6096,5014,4779,6612,6009
6113,6008,5087,4745,6698,6145
6220,6398,5214,4530,6781,6302
5503,5689,5256,4830,6356,5778
6123,6689,5324,4671,6721,5908
6401,6723,5117,4478,6931,6509
5789,6132,5154,4823,6587,5478
