R1,R1_,R2,R2_,G1,G1_,G2,G2_,B1,B1_,B2,B2_,timestamp
3485,5674,3982,5961,2952,4623,3531,5010,4260,6304,4912,6655,2018-11-05 14:46:12
3476,5674,4009,5961,2948,4623,3542,5010,4259,6304,4916,6655,2018-11-05 14:48:12
3478,5674,4004,5961,2949,4623,3540,5010,4258,6304,4915,6655,2018-11-05 14:50:12
3481,5674,3999,5961,2950,4623,3538,5010,4259,6304,4914,6655,2018-11-05 14:52:27
3473,5674,3994,5961,2947,4623,3536,5010,4259,6304,4914,6655,2018-11-05 14:54:13
3475,5674,3989,5961,2948,4623,3534,5010,4259,6304,4913,6655,2018-11-05 14:56:13
3477,5674,3984,5961,2948,4623,3532,5010,4259,6304,4912,6655,2018-11-05 14:58:13
3469,5674,3980,5961,2945,4623,3530,5010,4257,6304,4912,6655,2018-11-05 15:00:48
3470,5674,4008,5961,2946,4623,3542,5010,4257,6304,4915,6655,2018-11-05 15:02:14
3472,5674,4002,5961,2946,4623,3539,5010,4258,6304,4915,6655,2018-11-05 15:04:14
3466,5674,3997,5961,2944,4623,3537,5010,4257,6304,4915,6655,2018-11-05 15:06:15
3467,5674,3992,5961,2944,4623,3535,5010,4258,6304,4914,6655,2018-11-05 15:08:14
3469,5674,3988,5961,2945,4623,3533,5010,4258,6304,4913,6655,2018-11-05 15:10:39
3462,5674,3983,5961,2942,4623,3531,5010,4256,6304,4913,6655,2018-11-05 15:12:14
3464,5674,3979,5961,2943,4623,3529,5010,4256,6304,4911,6655,2018-11-05 15:14:14
3465,5674,4008,5961,2943,4623,3541,5010,4256,6304,4916,6655,2018-11-05 15:16:27
3459,5674,4001,5961,2940,4623,3539,5010,4255,6304,4915,6655,2018-11-05 15:18:14
3460,5674,3996,5961,2941,4623,3536,5010,4256,6304,4914,6655,2018-11-05 15:20:15
3462,5674,3991,5961,2942,4623,3534,5010,4256,6304,4913,6655,2018-11-05 15:22:15
3456,5674,3985,5961,2939,4623,3531,5010,4255,6304,4912,6655,2018-11-05 15:24:15
3457,5674,3981,5961,2940,4623,3530,5010,4254,6304,4911,6655,2018-11-05 15:26:15
3459,5674,3977,5961,2940,4623,3528,5010,4255,6304,4911,6655,2018-11-05 15:28:16
3484,5674,4004,5961,2951,4623,3539,5010,4259,6304,4914,6655,2018-11-05 15:30:15
3486,5674,3997,5961,2951,4623,3537,5010,4258,6304,4914,6655,2018-11-05 15:32:15
3488,5674,3993,5961,2939,4623,3535,5010,4255,6304,4914,6655,2018-11-05 15:34:16
3478,5674,3986,5961,2948,4623,3532,5010,4257,6304,4912,6655,2018-11-05 15:36:16
3480,5674,3982,5961,2949,4623,3530,5010,4257,6304,4911,6655,2018-11-05 15:38:16
3482,5674,3978,5961,2949,4623,3528,5010,4257,6304,4910,6655,2018-11-05 15:40:16
3472,5674,4005,5961,2946,4623,3539,5010,4256,6304,4913,6655,2018-11-05 15:42:17
3474,5674,4000,5961,2946,4623,3537,5010,4256,6304,4913,6655,2018-11-05 15:44:16
3476,5674,3994,5961,2947,4623,3535,5010,4256,6304,4912,6655,2018-11-05 15:46:16
3468,5674,3989,5961,2944,4623,3533,5010,4256,6304,4912,6655,2018-11-05 15:48:18
3470,5674,3985,5961,2944,4623,3531,5010,4256,6304,4911,6655,2018-11-05 15:50:17
3472,5674,3981,5961,2945,4623,3529,5010,4256,6304,4910,6655,2018-11-05 15:52:17
3464,5674,3976,5961,2942,4623,3527,5010,4255,6304,4909,6655,2018-11-05 15:54:18
3465,5674,4003,5961,2942,4623,3538,5010,4254,6304,4912,6655,2018-11-05 15:56:20
3467,5674,3998,5961,2943,4623,3537,5010,4255,6304,4913,6655,2018-11-05 15:58:17
3459,5674,3991,5961,2940,4623,3534,5010,4254,6304,4912,6655,2018-11-05 16:00:17
3461,5674,3987,5961,2941,4623,3532,5010,4255,6304,4912,6655,2018-11-05 16:02:18
3462,5674,3981,5961,2941,4623,3529,5010,4254,6304,4909,6655,2018-11-05 16:04:18
3455,5674,3976,5961,2938,4623,3527,5010,4253,6304,4908,6655,2018-11-05 16:06:18
3456,5674,4006,5961,2938,4623,3525,5010,4253,6304,4908,6655,2018-11-05 16:08:18
3457,5674,3999,5961,2939,4623,3537,5010,4253,6304,4912,6655,2018-11-05 16:10:18
3480,5674,3991,5961,2948,4623,3533,5010,4255,6304,4910,6655,2018-11-05 16:12:18
