R1,R1_,R2,R2_,G1,G1_,G2,G2_,B1,B1_,B2,B2_,timestamp
10451,10466,20802,20861,7556,7531,15142,15145,9520,9445,17303,17254,2018-11-26 09:29:05
10356,10466,20534,20861,7532,7531,15035,15145,9552,9445,17312,17254,2018-11-26 09:31:05
10375,10466,20430,20861,7552,7531,14994,15145,9586,9445,17315,17254,2018-11-26 09:33:05
10403,10466,20557,20861,7574,7531,15059,15145,9616,9445,17350,17254,2018-11-26 09:35:06
10438,10466,20465,20861,7596,7531,15021,15145,9612,9445,17348,17254,2018-11-26 09:37:05
10386,10466,20383,20861,7579,7531,14987,15145,9648,9445,17349,17254,2018-11-26 09:39:05
10412,10466,20396,20861,7596,7531,14997,15145,9667,9445,17363,17254,2018-11-26 09:41:05
10441,10466,20323,20861,7613,7531,14965,15145,9684,9445,17360,17254,2018-11-26 09:43:06
10332,10466,20456,20861,7565,7531,15031,15145,9666,9445,17389,17254,2018-11-26 09:45:06
10348,10466,20370,20861,7576,7531,14993,15145,9679,9445,17384,17254,2018-11-26 09:47:06
10424,10466,20529,20861,7616,7531,15071,15145,9707,9445,17415,17254,2018-11-26 09:49:06
10446,10466,20549,20861,7628,7531,14970,15145,9718,9445,17388,17254,2018-11-26 09:51:06
10466,10466,20434,20861,7639,7531,15031,15145,9728,9445,17415,17254,2018-11-26 09:53:06
10349,10466,20343,20861,7585,7531,14990,15145,9703,9445,17405,17254,2018-11-26 09:55:07
10361,10466,20487,20861,7593,7531,15061,15145,9711,9445,17435,17254,2018-11-26 09:57:07
10434,10466,20387,20861,7629,7531,15014,15145,9735,9445,17423,17254,2018-11-26 09:59:08
10446,10466,20548,20861,7637,7531,14977,15145,9742,9445,17415,17254,2018-11-26 10:01:07
10464,10466,20313,20861,7646,7531,14983,15145,9750,9445,17421,17254,2018-11-26 10:03:07
10479,10466,20437,20861,7654,7531,15043,15145,9756,9445,17446,17254,2018-11-26 10:05:07
10495,10466,20341,20861,7599,7531,14999,15145,9729,9445,17432,17254,2018-11-26 10:07:07
10370,10466,20477,20861,7604,7531,15064,15145,9733,9445,17458,17254,2018-11-26 10:09:07
10454,10466,20404,20861,7645,7531,15030,15145,9759,9445,17450,17254,2018-11-26 10:11:07
10467,10466,20405,20861,7653,7531,15031,15145,9764,9445,17452,17254,2018-11-26 10:13:10
10481,10466,20319,20861,7660,7531,14992,15145,9771,9445,17440,17254,2018-11-26 10:15:09
10492,10466,20435,20861,7667,7531,15047,15145,9776,9445,17461,17254,2018-11-26 10:17:08
10503,10466,20338,20861,7672,7531,15002,15145,9745,9445,17447,17254,2018-11-26 10:19:10
10429,10466,20464,20861,7638,7531,15063,15145,9764,9445,17472,17254,2018-11-26 10:21:08
10435,10466,20456,20861,7641,7531,15061,15145,9768,9445,17474,17254,2018-11-26 10:23:08
10441,10466,20349,20861,7645,7531,15010,15145,9772,9445,17457,17254,2018-11-26 10:25:09
10445,10466,20471,20861,7647,7531,15070,15145,9774,9445,17481,17254,2018-11-26 10:27:09
