R1,R1_,R2,R2_,G1,G1_,G2,G2_,B1,B1_,B2,B2_,timestamp
5488,5458,8065,8568,4939,4871,6536,7032,6962,6829,8623,9362,2018-11-08 10:09:09
5465,5458,8283,8568,4926,4871,6795,7032,6963,6829,9123,9362,2018-11-08 10:11:09
5445,5458,8287,8568,4920,4871,6806,7032,6960,6829,9147,9362,2018-11-08 10:13:10
5429,5458,8296,8568,4915,4871,6820,7032,6959,6829,9173,9362,2018-11-08 10:15:10
5425,5458,8272,8568,4916,4871,6821,7032,6961,6829,9198,9362,2018-11-08 10:17:10
5414,5458,8284,8568,4913,4871,6834,7032,6961,6829,9221,9362,2018-11-08 10:19:10
5454,5458,8293,8568,4930,4871,6844,7032,6964,6829,9239,9362,2018-11-08 10:21:10
5451,5458,8302,8568,4930,4871,6854,7032,6966,6829,9255,9362,2018-11-08 10:23:10
5437,5458,8355,8568,4927,4871,6880,7032,6969,6829,9269,9362,2018-11-08 10:25:11
5424,5458,8361,8568,4922,4871,6887,7032,6969,6829,9282,9362,2018-11-08 10:27:10
5421,5458,8367,8568,4922,4871,6894,7032,6970,6829,9293,9362,2018-11-08 10:29:11
5411,5458,8322,8568,4919,4871,6881,7032,6971,6829,9307,9362,2018-11-08 10:31:12
5460,5458,8325,8568,4916,4871,6885,7032,6972,6829,9315,9362,2018-11-08 10:33:11
5443,5458,8328,8568,4934,4871,6889,7032,6977,6829,9324,9362,2018-11-08 10:35:11
5438,5458,8330,8568,4932,4871,6892,7032,6978,6829,9330,9362,2018-11-08 10:37:11
5425,5458,8372,8568,4928,4871,6912,7032,6979,6829,9339,9362,2018-11-08 10:39:11
5412,5458,8370,8568,4923,4871,6913,7032,6978,6829,9344,9362,2018-11-08 10:41:11
5408,5458,8369,8568,4921,4871,6915,7032,6979,6829,9351,9362,2018-11-08 10:43:12
5451,5458,8324,8568,4940,4871,6899,7032,6983,6829,9355,9362,2018-11-08 10:45:12
5434,5458,8323,8568,4933,4871,6900,7032,6983,6829,9359,9362,2018-11-08 10:47:12
5420,5458,8407,8568,4927,4871,6936,7032,6983,6829,9366,9362,2018-11-08 10:49:12
5413,5458,8399,8568,4925,4871,6933,7032,6983,6829,9370,9362,2018-11-08 10:51:12
5459,5458,8347,8568,4944,4871,6915,7032,6982,6829,9376,9362,2018-11-08 10:53:12
5440,5458,8343,8568,4936,4871,6914,7032,6986,6829,9377,9362,2018-11-08 10:55:12
5432,5458,8339,8568,4933,4871,6913,7032,6987,6829,9379,9362,2018-11-08 10:57:13
5418,5458,8372,8568,4928,4871,6929,7032,6987,6829,9389,9362,2018-11-08 10:59:13
5405,5458,8364,8568,4922,4871,6927,7032,6986,6829,9390,9362,2018-11-08 11:01:13
5445,5458,8359,8568,4939,4871,6925,7032,6990,6829,9392,9362,2018-11-08 11:03:13
5437,5458,8393,8568,4936,4871,6941,7032,6991,6829,9399,9362,2018-11-08 11:05:13
5421,5458,8384,8568,4930,4871,6938,7032,6990,6829,9400,9362,2018-11-08 11:07:13
5408,5458,8376,8568,4925,4871,6936,7032,6989,6829,9402,9362,2018-11-08 11:09:13
5457,5458,8366,8568,4945,4871,6932,7032,6993,6829,9403,9362,2018-11-08 11:11:14
5436,5458,8394,8568,4937,4871,6944,7032,6992,6829,9405,9362,2018-11-08 11:13:14
5419,5458,8385,8568,4930,4871,6941,7032,6991,6829,9408,9362,2018-11-08 11:15:14
5405,5458,8374,8568,4924,4871,6937,7032,6990,6829,9409,9362,2018-11-08 11:17:14
5463,5458,8415,8568,4923,4871,6954,7032,6989,6829,9411,9362,2018-11-08 11:19:14
5438,5458,8401,8568,4938,4871,6949,7032,6993,6829,9413,9362,2018-11-08 11:21:14
5420,5458,8389,8568,4930,4871,6945,7032,6992,6829,9415,9362,2018-11-08 11:23:14
5411,5458,8377,8568,4926,4871,6941,7032,6992,6829,9417,9362,2018-11-08 11:25:15
5451,5458,8404,8568,4943,4871,6952,7032,6995,6829,9419,9362,2018-11-08 11:27:15
5428,5458,8388,8568,4934,4871,6945,7032,6993,6829,9419,9362,2018-11-08 11:29:15
5418,5458,8374,8568,4930,4871,6941,7032,6993,6829,9420,9362,2018-11-08 11:31:15
5401,5458,8400,8568,4922,4871,6952,7032,6991,6829,9424,9362,2018-11-08 11:33:15
5438,5458,8387,8568,4938,4871,6948,7032,6996,6829,9425,9362,2018-11-08 11:35:15
5418,5458,8374,8568,4930,4871,6943,7032,6995,6829,9426,9362,2018-11-08 11:37:15
5407,5458,8362,8568,4926,4871,6939,7032,6993,6829,9428,9362,2018-11-08 11:39:16
5446,5458,8382,8568,4942,4871,6947,7032,6997,6829,9429,9362,2018-11-08 11:41:16
5424,5458,8369,8568,4933,4871,6942,7032,6996,6829,9431,9362,2018-11-08 11:43:16
