73154011663,2,2,3542,4964
73154011663,2,2,3538,4961
73154011663,2,2,3533,4961
73154011663,2,2,3524,4927
73154011663,3,3,5223,5006
73154011663,3,3,5215,4981
73154011663,3,3,5209,4992
73154011663,3,3,5152,4971
73154011663,3,3,5177,4990
73154011643,0,0,3378,3211
73154011643,0,0,3379,3218
73154011643,0,0,3375,3221
73154011643,0,0,3372,3203
73154011643,0,0,3369,3210
73154011643,1,1,5130,3259
73154011643,1,1,5131,3248
73154011643,1,1,5156,3257
73154011643,1,1,5149,3247
73154011643,1,1,5142,3238
73154011643,2,2,3379,4880
73154011643,2,2,3377,4872
73154011643,2,2,3367,4852
73154011643,2,2,3385,4861
73154011643,2,2,3380,4840
73154011643,3,3,5136,4984
73154011643,3,3,5114,4946
73154011643,3,3,5105,4951
73154011643,3,3,5097,4962
73154011643,3,3,5120,4940
73154011664,0,0,3542,3267
73154011664,0,0,3536,3260
73154011664,0,0,3530,3244
73154011664,0,0,3525,3251
73154011664,0,0,3520,3238
73154011664,1,1,5278,3219
73154011664,1,1,5269,3221
73154011664,1,1,5263,3207
73154011664,1,1,5289,3213
73154011664,1,1,5282,3222
73154011664,2,2,3298,4771

73154011664,2,2,3294,4778
73154011664,2,2,3289,4755
73154011664,2,2,3285,4765
73154011664,2,2,3305,4777
73154011664,3,3,5240,4983
73154011664,3,3,5230,4979
73154011664,3,3,5252,4958
73154011664,3,3,5244,4965
73154011664,3,3,5235,4982
73237008752,0,0,3687,3296
73237008752,0,0,3681,3269
73237008752,0,0,3673,3274
73237008752,0,0,3669,3262
73237008752,0,0,3664,3251
73237008752,1,1,5422,3273
73237008752,1,1,5414,3255
73237008752,1,1,5407,3268
73237008752,1,1,5401,3254
73237008752,1,1,5395,3266
73237008752,2,2,3159,4608
73237008752,2,2,3168,4594
73237008752,2,2,3162,4599
73237008752,2,2,3157,4579
73237008752,2,2,3152,4587
73237008752,3,3,5416,5055
73237008752,3,3,5402,5054
73237008752,3,3,5398,5034
73237008752,3,3,5425,5045
73237008752,3,3,5417,5028
73654010180,0,0,3414,3106
73654010180,0,0,3422,3121
73654010180,0,0,3422,3112
73654010180,0,0,3440,3118
73654010180,0,0,3435,3109
73654010180,1,1,5218,3135
73654010180,1,1,5214,3123
73654010180,1,1,5213,3133
73654010180,1,1,5208,3123
73654010180,1,1,5237,3132
73654010180,2,2,3420,4798
73654010180,2,2,3431,4800
73654010180,2,2,3430,4781
73654010180,2,2,3425,4792
73654010180,2,2,3421,4803
73654010180,3,3,5209,4848
73654010180,3,3,5203,4860
73654010180,3,3,5225,4847
73654010180,3,3,5218,4858
73654010180,3,3,5211,4837
73654011228,0,0,3541,3286
73654011228,0,0,3517,3237
73654011228,0,0,3511,3237
73654011228,0,0,3500,3221
73654011228,0,0,3496,3226
73654011228,1,1,5308,3244
73654011228,1,1,5297,3249
73654011228,1,1,5291,3237
73654011228,1,1,5287,3244
73654011228,1,1,5280,3236
73654011228,2,2,3193,4595
73654011228,2,2,3172,4543
73654011228,2,2,3162,4536
73654011228,2,2,3174,4536
73654011228,2,2,3167,4510
73654011228,3,3,5270,4983
73654011228,3,3,5288,4989
73654011228,3,3,5280,4971
73654011228,3,3,5275,4979
73654011228,3,3,5268,4993
73654011073,0,0,3559,3263
73654011073,0,0,3537,3228
73654011073,0,0,3548,3205
73654011073,0,0,3539,3207
73654011073,0,0,3530,3190
73654011073,1,1,5094,3206
73654011073,1,1,5093,3209
73654011073,1,1,5091,3212
73654011073,1,1,5118,3215
73654011073,1,1,5113,3198
73654011073,3,3,5122,4800
73654011073,3,3,5111,4802
73654011073,3,3,5135,4779
73654011073,3,3,5128,4789
73654011073,3,3,5121,4803
73237008821,0,0,3402,3209
73237008821,0,0,3394,3190
73237008821,0,0,3408,3173
73237008821,0,0,3404,3180
73237008821,0,0,3399,3164
73237008821,1,0,0,0
73237008821,1,1,5239,3165
73237008821,1,1,5232,3175
73237008821,1,1,5258,3161
73237008821,1,1,5248,3170
73237008821,2,2,3030,4459
73237008821,2,2,3028,4457
73237008821,2,2,3028,4459
73237008821,2,2,3027,4463
73237008821,2,2,3027,4466
73237008821,3,3,5241,5025
73237008821,3,3,5233,5034
73237008821,3,3,5257,5017
73237008821,3,3,5247,5032
73237008821,3,3,5243,5014
73654011158,0,0,3517,3287
73654011158,0,0,3505,3252
73654011158,0,0,3499,3251
73654011158,0,0,3494,3233
73654011158,0,0,3488,3238
73654011158,1,1,5300,3224
73654011158,1,1,5297,3225
73654011158,1,1,5326,3226
73654011158,1,1,5324,3230
73654011158,1,1,5317,3234
73654011158,3,3,5321,5082
73654011158,3,3,5305,5076
73654011158,3,3,5328,5050
73654011158,3,3,5318,5057
73654011158,3,3,5305,5038
73654011081,0,0,3503,3148
73654011081,0,0,3498,3131
73654011081,0,0,3513,3138
73654011081,0,0,3504,3125
73654011081,0,0,3498,3129
73654011081,1,1,5036,3131
73654011081,1,1,5027,3119
73654011081,1,1,5047,3131
73654011081,1,1,5039,3139
73654011081,1,1,5028,3126
73654011081,2,2,3051,4336
73654011081,2,2,3066,4342
73654011081,2,2,3057,4349
73654011081,2,2,3051,4328
73654011081,2,2,3046,4336
73654011081,3,3,5058,4748
73654011081,3,3,5047,4723
73654011081,3,3,5037,4730
73654011081,3,3,5030,4712
73654011081,3,3,5052,4719
73654011231,0,0,3603,3269
73654011231,0,0,3593,3243
73654011231,0,0,3588,3240
73654011231,0,0,3579,3238
73654011231,0,0,3577,3239
73654011231,1,1,5340,3243
73654011231,1,1,5330,3225
73654011231,1,1,5322,3231
73654011231,1,1,5315,3238
73654011231,1,1,5340,3223
73654011231,3,3,5320,4955
73654011231,3,3,5311,4929
73654011231,3,3,5303,4940
73654011231,3,3,5324,4921
73654011231,3,3,5311,4933
73654011638,0,0,3475,3120
73654011638,0,0,3473,3110
73654011638,0,0,3459,3083
73654011638,0,0,3488,3108
73654011638,0,0,3485,3118
73654011638,1,1,5237,3119
73654011638,1,1,5232,3106
73654011638,1,1,5254,3112
73654011638,1,1,5247,3120
73654011638,1,1,5239,3106
73654011638,3,3,5242,4862
73654011638,3,3,5227,4877
73654011638,3,3,5250,4859
73654011638,3,3,5238,4873
73654011638,3,3,5231,4886
73237008838,0,0,3529,3214
73237008838,0,0,3519,3204
73237008838,0,0,3505,3199
73237008838,0,0,3502,3179
73237008838,0,0,3499,3179
73237008838,1,1,5187,3179
73237008838,1,1,5181,3176
73237008838,1,1,5178,3177
73237008838,1,1,5206,3178
73237008838,1,1,5198,3181
73237008838,3,3,5221,4895
73237008838,3,3,5216,4895
73237008838,3,3,5211,4895
73237008838,3,3,5206,4897
73237008838,3,3,5194,4866
73654011066,0,0,3408,3158
73654011066,0,0,3406,3169
73654011066,0,0,3421,3155
73654011066,0,0,3415,3160
73654011066,0,0,3408,3147
73654011066,1,1,5015,3164
73654011066,1,1,5006,3148
73654011066,1,1,5003,3149
73654011066,1,1,4997,3153
73654011066,1,1,4993,3155
73654011066,2,2,3104,4478
73654011066,2,2,3082,4397
73654011066,2,2,3074,4390
73654011066,2,2,3085,4363
73654011066,2,2,3078,4364
73654011066,3,3,5022,4723
73654011066,3,3,5017,4725
73654011066,3,3,5014,4727
73654011066,3,3,5044,4734
73654011066,3,3,5036,4739
