73154011637,2,2,3392,4792
73154011637,2,2,3386,4802
73154011637,2,2,3380,4785
73154011637,2,2,3373,4796
73154011637,2,2,3365,4781
73154011776,2,2,3451,4972
73154011776,2,2,3437,4932
73154011776,2,2,3432,4909
73154011776,2,2,3426,4913
73154011776,2,2,3420,4924
73154011678,0,0,3537,3213
73154011678,0,0,3527,3202
73154011678,0,0,3520,3208
73154011678,0,0,3515,3199
73154011678,0,0,3513,3207
73154011678,1,1,5308,3212
73154011678,1,1,5303,3198
73154011678,1,1,5299,3207
73154011678,1,1,5325,3195
73154011678,1,1,5319,3203
73154011678,2,2,3447,5012
73154011678,2,2,3456,4962
73154011678,2,2,3448,4974
73154011678,2,2,3441,4954
73154011678,2,2,3435,4964
73154011678,3,3,5345,5059
73154011678,3,3,5282,5042
73154011678,3,3,5277,5022
73154011678,3,3,5269,5037
73154011678,3,3,5294,5019
73154013668,0,0,3643,3266
73154013668,0,0,3622,3249
73154013668,0,0,3629,3250
73154013668,0,0,3628,3260
73154013668,0,0,3625,3250
73154013668,1,1,5345,3270
73154013668,1,1,5347,3264
73154013668,1,1,5342,3271
73154013668,1,1,5337,3280
73154013668,1,1,5366,3267
73154013668,2,2,3540,4848
73154013668,2,2,3537,4820
73154013668,2,2,3554,4819
73154013668,2,2,3551,4818
73154013668,2,2,3548,4818
73154013668,3,3,5353,4968
73154013668,3,3,5341,4964
73154013668,3,3,5371,4947
73154013668,3,3,5364,4957
73154013668,3,3,5357,4972
73154014022,0,0,3405,3029
73154014022,0,0,3369,3023
73154014022,0,0,3366,3010
73154014022,0,0,3383,3027
73154014022,0,0,3370,3007
73154014022,1,1,5206,2997
73154014022,1,1,5201,3006
73154014022,1,1,5194,3015
73154014022,1,1,5189,3002
73154014022,1,1,5183,3010
73154014022,2,2,3295,4692
73154014022,2,2,3288,4690
73154014022,2,2,3304,4665
73154014022,2,2,3297,4676
73154014022,2,2,3292,4653
73154014022,3,3,5203,4794
73154014022,3,3,5226,4808
73154014022,3,3,5220,4792
73154014022,3,3,5215,4805
73154014022,3,3,5211,4820
73154011663,0,0,3417,3236
73154011663,0,0,3438,3180
73154011663,0,0,3431,3191
73154011663,0,0,3449,3183
73154011663,0,0,3439,3189
73154011663,1,1,5175,3178
73154011663,1,1,5169,3166
73154011663,1,1,5165,3175
73154011663,1,1,5193,3185
73154011663,1,1,5188,3173
73154011663,2,2,3551,4981
